#序號 字 小韻序號 頁碼
11241 向 1704 205
11242 鄉 1704 205
11243 嚮 1704 205
11244 曏 1704 205/206
11245 蠁 1704 206
11246 珦 1704 206
11247 萫 1704 206
11248 𧬰 1704 206
11249 䦳 1704 206
11250 強 1705 206
11251 倞 1705 206
11252 弶 1705 206
11253 怏 1706 206
11254 鞅 1706 206
11255 䬬 1706 206
11256 㿮 1706 206
11257 詇 1706 206
11258 仰 1707 206
11259 卬 1707 206
11260 釀 1707 206
11261 𨋕 1707 206
11262 䖆 1707 206
11263 𥽬 1707 206
11264 王 1708 206
11265 皇 1708 206
11266 迋 1708 206
11267 暀 1708 206
11268 旺 1708 206
11269 晃 1708 207
11270 晄 1708 207
11271 爌 1708 207
11272 煌 1708 207
11273 熿 1708 207
11274 況 1709 207
11275 况 1709 207
11276 貺 1709 207
11277 兄 1709 207
11278 軦 1709 207
11279 𣍦 1709 207
11280 誑 1710 207
11281 迋 1710 207
11282 㤮 1710 207
11283 𠉫 1710 207
11284 臦 1710 207
11285 宕 1711 207
11286 菪 1711 207
11287 踼 1711 207
11288 逿 1711 207
11289 碭 1711 207
11290 蕩 1711 207
11291 盪 1711 207/208
11292 湯 1711 208
11293 愓 1711 208
11294 𦿆 1711 208
11295 𡇈 1711 208
11296 嵣 1711 208
11297 儻 1712 208
11298 盪 1712 208
11299 湯 1712 208
11300 蕩 1712 208
11301 摥 1712 208
11302 鐋 1712 208
11303 當 1713 208
11304 讜 1713 208
11305 瓽 1713 208
11306 儅 1713 208
11307 闣 1713 208
11308 擋 1713 208
11309 浪 1714 208
11310 埌 1714 208
11311 狼 1714 208
11312 閬 1714 208
11313 䕞 1714 208
11314 蒗 1714 208
11315 傍 1715 209
11316 徬 1715 209
11317 竝 1715 209
11318 並 1715 209
11319 旁 1715 209
11320 𢜗 1715 209
11321 棓 1715 209
11322 蚌 1715 209
11323 喪 1716 209
11324 藏 1717 209
11325 臧 1717 209
11326 臟 1717 209
11327 奘 1717 209
11328 𨌄 1717 209
11329 葬 1718 209
11330 塟 1718 209
11331 髒 1718 209
11332 吭 1719 209
11333 肮 1719 209
11334 頏 1719 209/210
11335 亢 1719 210
11336 行 1719 210
11337 桁 1719 210
11338 沆 1719 210
11339 亢 1720 210
11340 抗 1720 210
11341 伉 1720 210
11342 閌 1720 210
11343 沆 1720 210
11344 忼 1720 210
11345 慷 1720 210
11346 犺 1720 210
11347 炕 1720 210
11348 康 1720 210
11349 砊 1720 210
11350 盎 1721 210
11351 醠 1721 210
11352 坱 1721 210
11353 枊 1722 210
11354 曠 1723 210
11355 懬 1723 210
11356 廣 1723 210
11357 纊 1723 210/211
11358 絖 1723 211
11359 壙 1723 211
11360 謗 1724 211
11361 搒 1724 211
11362 榜 1724 211
11363 廣 1725 211
11364 滂 1726 211
11365 儾 1727 211
11366 灢 1727 211
11367 㚂 1727 211
11368 漭 1728 211
11369 吂 1728 211
11370 㟐 1728 211
11371 絳 1729 211
11372 降 1729 211
11373 洚 1729 211
11374 虹 1729 211
11375 巷 1730 211
11376 衖 1730 211/212
11377 鬨 1730 212
11378 閧 1730 212
11379 堫 1731 212
11380 撞 1732 212
11381 艟 1732 212
11382 䡴 1732 212
11383 憧 1732 212
11384 幢 1732 212
11385 惷 1732 212
11386 戇 1732 212
11387 漴 1733 212
11388 淙 1734 212
11389 㦼 1734 212
11390 肨 1735 212
11391 䚎 1736 212
11392 𥈄 1736 212
11393 敬 1737 214
11394 竟 1737 214
11395 鏡 1737 214
11396 獍 1737 214
11397 勁 1738 214
11398 繕 1738 214
11399 徑 1739 214
11400 逕 1739 214
11401 經 1739 214
11402 俓 1739 214
11403 桱 1739 214
11404 𩰹 1739 214
11405 𠲮 1739 214
11406 曔 1739 214
11407 儆 1739 214
11408 映 1740 214
11409 暎 1740 214
11410 瀴 1740 215
11411 䙬 1740 215
11412 嫈 1740 215
11413 競 1741 215
11414 檠 1741 215
11415 擎 1741 215
11416 誩 1741 215
11417 倞 1741 215
11418 生 1742 215
11419 鼪 1742 215
11420 貹 1742 215
11421 慶 1743 215
11422 罄 1743 215
11423 磬 1743 215
11424 𨆪 1743 215
11425 鑋 1743 215/216
11426 𥥻 1743 216
11427 殸 1743 216
11428 𪊑 1743 216
11429 輕 1743 216
11430 更 1744 216
11431 行 1745 216
11432 䛭 1745 216
11433 橫 1746 216
11434 蝗 1746 216
11435 轟 1746 216
11436 輷 1746 216
11437 㶇 1746 216
11438 榜 1747 216
11439 搒 1747 216
11440 迸 1747 216
11441 𧻓 1747 216
11442 跰 1747 216
11443 孟 1748 216
11444 盟 1748 216
11445 懵 1748 216
11446 懜 1748 216
11447 瞢 1748 216
11448 䲛 1748 216
11449 𨮒 1748 216
11450 𧀧 1748 216
11451 柄 1749 217
11452 棅 1749 217
11453 秉 1749 217
11454 枋 1749 217
11455 怲 1749 217
11456 併 1749 217
11457 并 1749 217
11458 屛 1749 217
11459 摒 1749 217
11460 冰 1749 217
11461 病 1750 217
11462 評 1750 217
11463 平 1750 217
11464 偋 1750 217
11465 枰 1750 217
11466 竝 1750 217
11467 並 1750 217
11468 𠊧 1750 217
11469 凭 1750 217
11470 命 1751 217
11471 鳴 1751 217
11472 詺 1751 217
11473 名 1751 217
11474 暝 1751 217
11475 冥 1751 217
11476 瞑 1751 217
11477 䒌 1751 218
11478 迎 1752 218
11479 凝 1752 218
11480 詠 1753 218
11481 永 1753 218
11482 咏 1753 218
11483 泳 1753 218
11484 禜 1753 218
11485 醟 1753 218
11486 𡕷 1754 218
11487 詗 1754 218
11488 矎 1754 218
11489 𣢝 1754 218
11490 𩈡 1754 218
11491 諍 1755 218
11492 爭 1755 218
11493 倀 1755 218
11494 趟 1755 218
11495 偵 1755 218
11496 㡧 1755 218
11497 𩏠 1755 218
11498 牚 1755 218
11499 硬 1756 218/219
11500 鞕 1756 219
11501 瞠 1757 219
11502 聘 1758 219
11503 娉 1758 219
11504 性 1759 219
11505 生 1759 219
11506 姓 1759 219/220
11507 醒 1759 220
11508 腥 1759 220
11509 睲 1759 220
11510 倩 1760 220/221
11511 凊 1760 221
11512 清 1760 221
11513 靘 1760 221
11514 婧 1760 221
11515 掅 1760 221
11516 淨 1761 221
11517 清 1761 221
11518 靜 1761 221
11519 靖 1761 221
11520 穽 1761 221
11521 阱 1761 221
11522 請 1761 221
11523 靚 1761 221
11524 靘 1761 221
11525 䝼 1761 221
11526 𩓞 1761 221
11527 㵾 1761 221
11528 聖 1762 221
11529 勝 1762 221
11530 盛 1763 221/222
11531 晟 1763 222
11532 乘 1763 222
11533 甸 1763 222
11534 椉 1763 222
11535 剩 1763 222
11536 賸 1763 222
11537 嵊 1763 222
11538 鱦 1763 222
11539 稱 1764 222
11540 秤 1764 222
11541 遉 1764 222
11542 覴 1764 222
11543 正 1765 222/223
11544 政 1765 223
11545 証 1765 223
11546 鴊 1765 223
11547 證 1765 223
11548 烝 1765 223
11549 蒸 1765 223
11550 令 1766 223
11551 零 1766 223
11552 𢺰 1766 223
11553 凌 1766 223
11554 瑩 1767 223
11555 瀅 1767 223
11556 鎣 1767 223
11557 𢣙 1767 223
11558 鋥 1768 223
11559 𥊼 1768 223
11560 釘 1769 223
11561 矴 1769 223
11562 訂 1769 223
11563 定 1769 223/224
11564 顁 1769 224
11565 飣 1769 224
11566 錠 1769 224
11567 聽 1770 224
11568 庭 1770 224
11569 侹 1770 224
11570 汀 1770 224
11571 定 1771 224
11572 奠 1771 224
11573 廷 1771 224
11574 霆 1771 224
11575 錠 1771 224
11576 掟 1771 224
11577 甯 1772 224
11578 寧 1772 224
11579 佞 1772 224
11580 濘 1772 224
11581 甑 1773 224
11582 增 1773 224
11583 孕 1774 224
11584 繩 1774 224
11585 鱦 1774 224/225
11586 媵 1774 225
11587 脛 1775 225
11588 踁 1775 225
11589 䵴 1775 225
11590 㑞 1775 225
11591 膡 1775 225
11592 興 1776 225
11593 嬹 1776 225
11594 應 1777 225
11595 譍 1777 225
11596 嶝 1778 225
11597 磴 1778 225
11598 隥 1778 225
11599 墱 1778 225
11600 鐙 1778 225
11601 橙 1778 225
11602 凳 1778 225
11603 𧄼 1778 225
11604 𩞬 1778 225
11605 鄧 1779 225
11606 蹬 1779 225
11607 幐 1779 225/226
11608 䮴 1779 226
11609 僜 1779 226
11610 𣩟 1779 226
11611 堋 1780 226
11612 塴 1780 226
11613 贈 1781 226
11614 亙 1782 226
11615 㮓 1782 226
11616 絚 1782 226
11617 堩 1782 226
11618 恆 1782 226
11619 揯 1782 226
11620 稜 1783 226
11621 倰 1783 226
11622 㱥 1783 226
11623 蹭 1784 226
11624 𠟂 1784 226
11625 認 1785 226
11626 扔 1785 226
11627 芿 1785 226
11628 㭁 1785 226
11629 𤃶 1786 226
11630 霯 1786 226
11631 𨎤 1786 226
11632 宥 1787 228
11633 又 1787 228
11634 有 1787 228
11635 右 1787 228
11636 佑 1787 228
11637 祐 1787 228
11638 侑 1787 228
11639 酭 1787 228
11640 囿 1787 228
11641 狖 1787 228
11642 貁 1787 228
11643 蜼 1787 228
11644 褎 1787 228
11645 褏 1787 228
11646 柚 1787 229
11647 𣞿 1787 229
11648 槱 1787 229
11649 梄 1787 229
11650 𪕏 1787 229
11651 鼬 1787 229
11652 猶 1787 229
11653 齅 1788 229
11654 嗅 1788 229
11655 臭 1788 229
11656 嘼 1788 229
11657 畜 1788 229
11658 糗 1788 229
11659 救 1789 229
11660 𧧷 1789 229
11661 捄 1789 229
11662 究 1789 229/230
11663 疚 1789 230
11664 廄 1789 230
11665 灸 1789 230
11666 舊 1790 230
11667 匶 1790 230
11668 副 1791 230
11669 覆 1791 230
11670 仆 1791 230
11671 富 1791 230
11672 冨 1791 230
11673 輻 1791 230
11674 復 1792 230
11675 覆 1792 230
11676 伏 1792 230
11677 秀 1793 230
11678 琇 1793 230
11679 繡 1793 230
11680 宿 1793 230
11681 僦 1794 230
11682 岫 1795 231
11683 袖 1795 231
11684 褏 1795 231
11685 褎 1795 231
11686 就 1796 231
11687 鷲 1796 231
11688 狩 1797 231
11689 守 1797 231
11690 獸 1797 232
11691 首 1797 232
11692 收 1797 232
11693 臭 1798 232
11694 祝 1799 232
11695 詶 1799 232
11696 呪 1799 232
11697 晝 1799 232
11698 咮 1799 232
11699 噣 1799 232
11700 啄 1799 232
11701 喙 1799 232
11702 注 1799 232
11703 授 1800 232
11704 綬 1800 232
11705 壽 1800 232/233
11706 售 1800 233
11707 讎 1800 233
11708 䛵 1800 233
11709 輮 1801 233
11710 蹂 1801 233
11711 揉 1801 233
11712 鞣 1801 233
11713 糅 1801 233
11714 肉 1801 233
11715 不 1802 233
11716 瘦 1803 233
11717 簉 1804 233
11718 䔏 1804 233
11719 縐 1805 233
11720 皺 1805 233
11721 甃 1805 233
11722 驟 1806 233
11723 騶 1806 233
11724 胄 1807 233/234
11725 伷 1807 234
11726 冑 1807 234
11727 䩜 1807 234
11728 宙 1807 234
11729 籀 1807 234
11730 𦅸 1807 234
11731 紂 1807 234
11732 紬 1807 234
11733 酎 1807 234
11734 溜 1808 234
11735 霤 1808 234
11736 廇 1808 234
11737 𥥹 1808 234
11738 餾 1808 234
11739 留 1808 234
11740 遛 1808 234/235
11741 塯 1808 235
11742 鷚 1808 235
11743 飂 1808 235
11744 漻 1808 235
11745 瀏 1808 235
11746 翏 1808 235
11747 勠 1808 235
11748 戮 1808 235
11749 狃 1809 235
11750 候 1810 235
11751 后 1810 235
11752 詬 1810 235
11753 逅 1810 235
11754 郈 1810 235
11755 鍭 1810 235
11756 後 1810 235
11757 厚 1810 235
11758 堠 1810 235
11759 吼 1811 235
11760 詬 1811 235
11761 訽 1811 235
11762 蔻 1811 235/236
11763 鱟 1811 236
11764 怐 1811 236
11765 寇 1812 236
11766 扣 1812 236
11767 叩 1812 236
11768 鷇 1812 236
11769 漚 1813 236
11770 渥 1813 236
11771 戊 1814 236/237
11772 茂 1814 237
11773 楙 1814 237
11774 懋 1814 237
11775 袤 1814 237
11776 瞀 1814 237
11777 霿 1814 237
11778 貿 1814 237
11779 姆 1814 237
11780 漱 1815 237
11781 涑 1815 237
11782 謏 1815 237
11783 嗾 1815 237
11784 嗽 1815 237
11785 鎪 1815 237
11786 湊 1816 237/238
11787 奏 1816 238
11788 輳 1816 238
11789 腠 1816 238
11790 楱 1816 238
11791 蔟 1816 238
11792 奏 1817 238
11793 族 1817 238
11794 走 1817 238
11795 鬬 1818 238
11796 鬪 1818 238
11797 𧱦 1818 238
11798 透 1819 238
11799 豆 1820 238
11800 脰 1820 238
11801 逗 1820 238/239
11802 餖 1820 239
11803 酘 1820 239
11804 竇 1820 239
11805 窬 1820 239
11806 瀆 1820 239
11807 讀 1820 239
11808 投 1820 239
11809 漏 1821 239
11810 屚 1821 239
11811 陋 1821 239
11812 鏤 1821 239
11813 僂 1821 239
11814 耨 1822 239
11815 鎒 1822 239
11816 偶 1823 239
11817 冓 1824 240
11818 構 1824 240
11819 購 1824 240
11820 媾 1824 240
11821 遘 1824 240
11822 覯 1824 240
11823 詬 1824 240
11824 姤 1824 240
11825 句 1824 240
11826 幼 1825 240
11827 謬 1826 240
11828 繆 1826 240
11829 沁 1827 243
11830 浸 1828 243
11831 寖 1828 243
11832 𡫏 1828 243
11833 𡩻 1828 243
11834 湛 1828 243
11835 祲 1828 243
11836 枕 1829 243
11837 針 1829 243
11838 鍼 1829 243
11839 箴 1829 243
11840 揕 1829 243
11841 甚 1830 243
11842 任 1831 243
11843 妊 1831 244
11844 衽 1831 244
11845 紝 1831 244
11846 絍 1831 244
11847 鵀 1831 244
11848 滲 1832 244
11849 罧 1832 244
11850 槮 1832 244
11851 讖 1833 244
11852 譖 1834 244
11853 僭 1834 244
11854 闖 1835 244
11855 深 1835 244
11856 臨 1836 244
11857 紟 1837 244
11858 衿 1837 244
11859 襟 1837 244
11860 鴆 1838 244
11861 酖 1838 244/245
11862 湛 1838 245
11863 沈 1838 245
11864 沉 1838 245
11865 賃 1839 245
11866 禁 1840 245
11867 僸 1840 245
11868 噤 1840 245
11869 𦧈 1840 245
11870 澿 1840 245
11871 蔭 1841 245
11872 隂 1841 245
11873 音 1841 245
11874 喑 1841 245
11875 飲 1841 245
11876 深 1842 245
11877 諗 1842 245/246
11878 吟 1843 246/247
11879 勘 1844 247
11880 轗 1844 247
11881 紺 1845 247
11882 灨 1845 247
11883 淦 1845 247
11884 憾 1846 247
11885 感 1846 247
11886 琀 1846 247
11887 含 1846 247
11888 唅 1846 247
11889 暗 1846 247
11890 闇 1846 247
11891 晻 1846 247
11892 菴 1846 247
11893 參 1847 247
11894 摻 1847 247
11895 儳 1847 247
11896 探 1848 247
11897 撢 1848 247
11898 黮 1848 247/248
11899 闞 1849 248
11900 瞰 1849 248
11901 暫 1850 248
11902 蹔 1850 248
11903 儳 1850 248
11904 三 1851 248
11905 擔 1852 248
11906 儋 1852 248
11907 檐 1852 248
11908 甔 1852 248
11909 淡 1853 248
11910 憺 1853 248
11911 惔 1853 248
11912 啗 1853 248
11913 啖 1853 248
11914 噉 1853 248
11915 澹 1853 248/249
11916 賧 1854 249
11917 倓 1854 249
11918 濫 1855 249
11919 纜 1855 249
11920 覽 1855 249
11921 陷 1856 249
11922 錎 1856 249
11923 臽 1856 249
11924 韽 1857 249
11925 蘸 1858 249
11926 湛 1859 249
11927 儳 1859 249
11928 鑑 1860 249
11929 鑒 1860 249
11930 監 1860 249/250
11931 檻 1861 250
11932 㽉 1861 250
11933 𦉞 1861 250
11934 鑑 1861 250
11935 濫 1861 250
11936 闞 1861 250
11937 讒 1862 250
11938 鑱 1862 250
11939 摲 1863 250
11940 梵 1864 250
11941 帆 1864 250
11942 䑺 1864 250
11943 颿 1864 250
11944 泛 1864 250
11945 汎 1864 250
11946 氾 1864 250/251
11947 䀀 1864 251
11948 渢 1864 251
11949 豔 1865 252
11950 艶 1865 252
11951 鹽 1865 252
11952 灩 1865 252
11953 爓 1865 252
11954 焰 1865 252
11955 炎 1865 252
11956 焱 1865 252
11957 掞 1865 252
11958 厭 1866 252
11959 猒 1866 252
11960 饜 1866 252
11961 奄 1866 252
11962 弇 1866 252
11963 淹 1866 252
11964 窆 1867 252
11965 封 1867 252
11966 砭 1867 252
11967 𥐗 1867 252
11968 塹 1868 252/253
11969 槧 1868 253
11970 苫 1869 253
11971 閃 1869 253
11972 掞 1869 253
11973 痁 1869 253
11974 贍 1869 253
11975 澹 1869 253
11976 襜 1870 253
11977 幨 1870 253
11978 裧 1870 253
11979 襝 1870 253
11980 䪜 1870 253
11981 韂 1870 253
11982 覘 1870 253
11983 沾 1870 253
11984 占 1871 253
11985 染 1872 253
11986 斂 1873 253
11987 瀲 1873 253
11988 獫 1873 253
11989 蘞 1873 253
11990 㮇 1874 253
11991 忝 1874 253
11992 餂 1874 253
11993 店 1875 253/254
11994 坫 1875 254
11995 墊 1875 254
11996 阽 1875 254
11997 玷 1875 254
11998 念 1876 254
11999 歉 1877 254
12000 傔 1877 254
12001 儉 1877 254
12002 僭 1878 254
12003 釅 1879 254
12004 驗 1879 254
12005 噞 1879 254
12006 黏 1880 254
12007 脅 1881 254
12008 欠 1882 254
12009 欦 1882 254
12010 劍 1883 254/255
12011 兼 1883 255
12012 屋 1884 2
12013 剭 1884 2
12014 沃 1884 2/3
12015 鋈 1884 3
12016 穀 1885 3
12017 榖 1885 3/4
12018 轂 1885 4
12019 谷 1885 4/5
12020 告 1885 5
12021 牿 1885 5
12022 梏 1885 5
12023 䶜 1885 5
12024 酷 1886 5
12025 嚳 1886 5
12026 鄗 1886 5
12027 哭 1886 5
12028 熇 1887 5
12029 豰 1887 5
12030 縠 1888 5
12031 斛 1888 5
12032 觳 1888 5
12033 槲 1888 5
12034 螜 1888 5
12035 囿 1888 5
12036 鵠 1888 5/6
12037 翯 1888 6
12038 榖 1888 6
12039 䚛 1888 6
12040 卜 1889 6
12041 濮 1889 6
12042 轐 1889 6
12043 樸 1889 6
12044 纀 1889 6
12045 撲 1890 6
12046 剝 1890 6
12047 墣 1890 6
12048 醭 1890 6
12049 僕 1891 6
12050 㒒 1891 6
12051 暴 1891 6/7
12052 瀑 1891 7
12053 襮 1891 7
12054 幞 1891 7
12055 襆 1891 7
12056 木 1892 7/8
12057 沐 1892 8
12058 霂 1892 8
12059 毣 1892 8
12060 楘 1892 8
12061 鶩 1892 8
12062 蚞 1892 8
12063 目 1892 8
12064 苜 1892 8
12065 睦 1892 8
12066 穆 1892 8/9
12067 牧 1892 9
12068 坶 1892 9
12069 繆 1892 9
12070 速 1893 9
12071 遬 1893 9
12072 數 1893 9
12073 餗 1893 9
12074 蔌 1893 9
12075 樕 1893 9
12076 觫 1893 9
12077 涑 1893 9
12078 藗 1893 9
12079 肅 1893 9
12080 謏 1893 9
12081 謖 1893 9/10
12082 蕭 1893 10
12083 䎘 1893 10
12084 鱐 1893 10
12085 夙 1894 10
12086 粟 1894 10
12087 宿 1894 10
12088 蓿 1894 10
12089 蔟 1895 10
12090 瘯 1895 10
12091 鏃 1895 10
12092 促 1895 10
12093 䠓 1895 10
12094 數 1895 10/11
12095 趣 1895 11
12096 趨 1895 11
12097 趗 1895 11
12098 族 1896 11
12099 禿 1897 11
12100 䛢 1897 11
12101 牘 1898 11
12102 讀 1898 11
12103 讟 1898 11
12104 黷 1898 11
12105 犢 1898 11
12106 殰 1898 11
12107 匵 1898 11
12108 櫝 1898 11
12109 瀆 1898 11/12
12110 竇 1898 12
12111 嬻 1898 12
12112 瓄 1898 12
12113 韣 1898 12
12114 髑 1898 12
12115 獨 1898 12
12116 毒 1898 12
12117 纛 1898 12
12118 祿 1899 12
12119 漉 1899 12
12120 淥 1899 12
12121 盝 1899 12
12122 𥂖 1899 12
12123 簏 1899 12
12124 琭 1899 12
12125 簶 1899 12
12126 䍡 1899 12
12127 麓 1899 12/13
12128 碌 1899 13
12129 鹿 1899 13
12130 轆 1899 13
12131 錄 1899 13
12132 睩 1899 13
12133 甪 1899 13
12134 摝 1899 13
12135 騼 1899 13
12136 六 1899 13
12137 陸 1899 13
12138 稑 1899 13
12139 穋 1899 13
12140 蓼 1899 13/14
12141 戮 1899 14
12142 僇 1899 14
12143 勠 1899 14
12144 籙 1899 14
12145 綠 1899 14
12146 醁 1899 14
12147 騄 1899 14
12148 菉 1899 14
12149 福 1900 14
12150 腹 1900 14
12151 複 1900 14
12152 復 1900 14
12153 輹 1900 14
12154 副 1900 14
12155 葍 1900 14/15
12156 楅 1900 15
12157 輻 1900 15
12158 幅 1900 15
12159 覆 1900 15
12160 蝮 1900 15
12161 鍑 1900 15
12162 馥 1900 15
12163 蝠 1900 15
12164 伏 1901 15
12165 虙 1901 15
12166 宓 1901 15
12167 服 1901 15/16
12168 箙 1901 16
12169 𩍘 1901 16
12170 菔 1901 16
12171 匐 1901 16
12172 鞴 1901 16
12173 鵩 1901 16
12174 復 1901 16/17
12175 𨌥 1901 17
12176 輹 1901 17
12177 澓 1901 17
12178 垘 1901 17
12179 蹙 1902 17
12180 䠞 1902 17
12181 顣 1902 17
12182 蹴 1902 17
12183 蹵 1902 17
12184 踧 1902 17
12185 𠞰 1902 17
12186 摵 1902 17
12187 縬 1902 18
12188 𦄉 1902 18
12189 叔 1903 18
12190 淑 1903 18
12191 倏 1903 18
12192 儵 1903 18
12193 束 1903 18
12194 菽 1903 18
12195 尗 1903 18
12196 俶 1903 18
12197 琡 1903 18
12198 柷 1904 18/19
12199 蓄 1904 19
12200 蓫 1904 19
12201 畜 1904 19
12202 慉 1904 19
12203 稸 1904 19
12204 滀 1904 19
12205 䙒 1904 19
12206 觸 1904 19
12207 歜 1904 19
12208 臅 1904 19
12209 亍 1904 19
12210 矗 1904 19
12211 畜 1905 19/20
12212 慉 1905 20
12213 旭 1905 20
12214 勗 1905 20
12215 頊 1905 20
12216 祝 1906 20
12217 燭 1906 20
12218 爥 1906 20
12219 曯 1906 20
12220 屬 1906 20
12221 矚 1906 20
12222 瘃 1906 20/21
12223 斸 1906 21
12224 钃 1906 21
12225 欘 1906 21
12226 粥 1906 21
12227 竹 1906 21/22
12228 竺 1906 22
12229 筑 1906 22
12230 築 1906 22
12231 茿 1906 22
12232 匊 1907 22
12233 掬 1907 22
12234 鞠 1907 22
12235 菊 1907 22/23
12236 蘜 1907 23
12237 𨸰 1907 23
12238 㘲 1907 24
12239 鞫 1907 24
12240 告 1907 24
12241 鵴 1907 24
12242 踘 1907 24
12243 𩛺 1907 24
12244 拲 1907 24
12245 挶 1907 24
12246 輂 1907 24
12247 梮 1907 24
12248 屩 1907 24
12249 絭 1907 24
12250 孰 1908 24
12251 熟 1908 24
12252 塾 1908 24/25
12253 璹 1908 25
12254 蜀 1908 25
12255 蠋 1908 25
12256 屬 1908 25
12257 鸀 1908 25
12258 鐲 1908 25
12259 贖 1908 25
12260 韣 1908 25
12261 襡 1908 25
12262 肉 1909 25
12263 辱 1909 25
12264 蓐 1909 25/26
12265 褥 1909 26
12266 縟 1909 26
12267 溽 1909 26
12268 鄏 1909 26
12269 育 1910 26
12270 毓 1910 26
12271 昱 1910 26
12272 煜 1910 26
12273 粥 1910 26
12274 鬻 1910 26
12275 儥 1910 26
12276 𧶠 1910 26
12277 欲 1910 26
12278 慾 1910 26
12279 谷 1910 26
12280 浴 1910 26
12281 鵒 1910 26
12282 鋊 1910 26/27
12283 郁 1911 27
12284 彧 1911 27
12285 稶 1911 27
12286 澳 1911 27
12287 奧 1911 27
12288 墺 1911 27
12289 隩 1911 27
12290 燠 1911 27
12291 薁 1911 27
12292 拗 1911 27
12293 玉 1912 27
12294 獄 1912 28
12295 縮 1913 28
12296 莤 1913 28
12297 蹜 1913 28
12298 逐 1914 28
12299 柚 1914 28
12300 軸 1914 28
12301 舳 1914 28
12302 妯 1914 28
12303 𨄃 1914 28
12304 躅 1914 28
12305 䠱 1914 28
12306 朒 1915 28/29
12307 衄 1915 29
12308 䘐 1915 29
12309 恧 1915 29
12310 忸 1915 29
12311 麴 1916 29
12312 鞠 1916 29
12313 曲 1916 29
12314 䒼 1916 29
12315 蛐 1916 29
12316 局 1917 29
12317 跼 1917 29
12318 足 1918 29/30
12319 續 1919 30
12320 賡 1919 30
12321 藚 1919 30
12322 俗 1919 30
12323 篤 1920 30
12324 督 1920 30
12325 裻 1920 30
12326 竺 1920 30
12327 毒 1920 30
12328 質 1921 33
12329 鑕 1921 33
12330 櫍 1921 33
12331 礩 1921 33
12332 桎 1921 33
12333 郅 1921 33
12334 蛭 1921 33
12335 騭 1921 33
12336 劕 1921 33
12337 只 1921 33
12338 窒 1921 34
12339 庢 1921 34
12340 秷 1921 34
12341 挃 1921 34
12342 銍 1921 34
12343 厔 1921 34
12344 失 1922 34
12345 室 1922 34
12346 𩋡 1922 34
12347 實 1923 34
12348 寔 1923 34
12349 叱 1924 34
12350 嘯 1924 34
12351 抶 1924 34
12352 咥 1924 34
12353 眣 1924 34
12354 日 1925 34/35
12355 馹 1925 35
12356 衵 1925 35
12357 率 1926 35
12358 帥 1926 35/36
12359 蟀 1926 36
12360 悉 1927 36
12361 蟋 1927 36
12362 膝 1927 36
12363 𨞢 1927 36
12364 駟 1927 36
12365 𧀬 1927 36
12366 七 1928 36
12367 㯃 1928 36
12368 漆 1928 36
12369 桼 1928 36
12370 堲 1929 36
12371 卽 1929 36/37
12372 唧 1929 37
12373 疾 1930 37
12374 嫉 1930 37
12375 蒺 1930 37
12376 必 1931 37
12377 縪 1931 37
12378 畢 1931 37
12379 罼 1931 37
12380 觱 1931 37
12381 滭 1931 37
12382 㓖 1931 37
12383 彃 1931 37
12384 韠 1931 37/38
12385 蹕 1931 38
12386 䟆 1931 38
12387 篳 1931 38
12388 珌 1931 38
12389 鉍 1931 38
12390 筆 1931 38
12391 饆 1931 38
12392 弼 1932 38/39
12393 佖 1932 39
12394 拂 1932 39
12395 佛 1932 39
12396 邲 1932 39
12397 泌 1932 39
12398 飶 1932 39
12399 苾 1932 39
12400 咇 1932 39
12401 駜 1932 39
12402 馝 1932 39
12403 柲 1932 39
12404 怭 1932 39
12405 比 1932 39
12406 密 1933 39
12407 蜜 1933 39
12408 宓 1933 40
12409 謐 1933 40
12410 沕 1933 40
12411 匹 1934 40
12412 疋 1934 40
12413 秩 1935 40
12414 祑 1935 40
12415 紩 1935 40
12416 帙 1935 40
12417 袠 1935 40
12418 袟 1935 40
12419 柣 1935 40
12420 姪 1935 40/41
12421 翐 1935 41
12422 栗 1936 41
12423 㮚 1936 41
12424 慄 1936 41
12425 溧 1936 41
12426 𩘟 1936 41
12427 鷅 1936 41
12428 篥 1936 41
12429 暱 1937 41
12430 㥾 1937 41
12431 怩 1937 41
12432 尼 1937 41/42
12433 柅 1937 42
12434 抳 1937 42
12435 仡 1938 42
12436 疙 1938 42
12437 屹 1938 42
12438 𧆦 1938 42
12439 疑 1938 42
12440 逸 1939 42
12441 失 1939 42
12442 迭 1939 42
12443 佚 1939 42
12444 泆 1939 42
12445 軼 1939 42
12446 佾 1939 42
12447 溢 1939 42
12448 鎰 1939 42/43
12449 一 1940 43
12450 壹 1940 43
12451 乙 1940 43
12452 鳦 1940 43
12453 乞 1941 43
12454 詰 1941 43
12455 吉 1942 43/44
12456 拮 1942 44
12457 姞 1942 44
12458 佶 1942 44
12459 趌 1942 44
12460 訖 1942 44
12461 吃 1942 44
12462 肸 1943 44
12463 肹 1943 44
12464 迄 1943 44
12465 釳 1943 44
12466 汔 1943 44
12467 愾 1943 44
12468 忔 1943 44
12469 橘 1944 44/45
12470 茁 1944 45
12471 獝 1944 45
12472 祋 1945 45
12473 矞 1946 45
12474 䎉 1946 45
12475 瞲 1946 45
12476 㤜 1946 45
12477 術 1947 45/46
12478 述 1947 46
12479 沭 1947 46
12480 潏 1947 46
12481 秫 1947 46
12482 术 1947 46
